Local time,Open,High,Low,Close,Volume
14.06.2024 01:00:00.000 GMT+0300,2303.028,2303.954,2302.765,2302.795,356189.996
14.06.2024 02:00:00.000 GMT+0300,2302.825,2303.105,2301.648,2302.208,875689.9834
14.06.2024 03:00:00.000 GMT+0300,2302.145,2305.565,2301.415,2304.825,1131270.051
14.06.2024 04:00:00.000 GMT+0300,2304.745,2307.045,2302.948,2305.898,2087399.9596
14.06.2024 05:00:00.000 GMT+0300,2305.888,2306.955,2304.108,2306.585,1655660.0332
14.06.2024 06:00:00.000 GMT+0300,2306.565,2308.575,2304.848,2305.358,1485520.0052
14.06.2024 07:00:00.000 GMT+0300,2305.338,2306.005,2303.385,2305.815,883440.0177
14.06.2024 08:00:00.000 GMT+0300,2305.815,2311.465,2305.445,2309.765,1712280.035
14.06.2024 09:00:00.000 GMT+0300,2309.718,2312.675,2307.355,2312.565,3791810.0357
14.06.2024 10:00:00.000 GMT+0300,2312.555,2316.548,2309.265,2315.215,2888079.8817
14.06.2024 11:00:00.000 GMT+0300,2315.215,2321.525,2314.675,2317.228,3360490.0837
14.06.2024 12:00:00.000 GMT+0300,2317.245,2322.575,2315.105,2322.485,2407030.1056
14.06.2024 13:00:00.000 GMT+0300,2322.485,2332.565,2320.825,2330.405,3533720.0165
14.06.2024 14:00:00.000 GMT+0300,2330.365,2336.575,2325.985,2331.885,4857759.9525
14.06.2024 15:00:00.000 GMT+0300,2331.885,2333.258,2327.085,2330.255,4469989.7766
14.06.2024 16:00:00.000 GMT+0300,2330.225,2332.748,2324.088,2330.165,6786660.1944
14.06.2024 17:00:00.000 GMT+0300,2330.035,2335.358,2327.825,2329.944,3818900.1083
14.06.2024 18:00:00.000 GMT+0300,2329.878,2332.058,2323.945,2325.985,3157690.0482
14.06.2024 19:00:00.000 GMT+0300,2326.055,2331.808,2325.325,2328.748,2162569.9997
14.06.2024 20:00:00.000 GMT+0300,2328.795,2335.455,2328.395,2334.015,1770030.0217
14.06.2024 21:00:00.000 GMT+0300,2334.028,2335.078,2332.115,2334.588,1224380.0163
14.06.2024 22:00:00.000 GMT+0300,2334.588,2335.368,2332.058,2332.348,1599449.9922
14.06.2024 23:00:00.000 GMT+0300,2332.294,2332.898,2330.888,2332.184,601880.0139
17.06.2024 01:00:00.000 GMT+0300,2331.098,2332.488,2327.365,2328.624,735740.006
17.06.2024 02:00:00.000 GMT+0300,2328.708,2329.484,2327.228,2328.748,941259.9802
17.06.2024 03:00:00.000 GMT+0300,2328.748,2328.748,2325.095,2326.268,1851310.0147
17.06.2024 04:00:00.000 GMT+0300,2326.268,2328.815,2322.625,2326.175,2008919.9543
17.06.2024 05:00:00.000 GMT+0300,2326.138,2326.138,2321.375,2322.468,1694329.977
17.06.2024 06:00:00.000 GMT+0300,2322.374,2325.024,2321.545,2324.268,935100.019
17.06.2024 07:00:00.000 GMT+0300,2324.255,2326.128,2322.525,2323.545,758920.0139
17.06.2024 08:00:00.000 GMT+0300,2323.545,2323.545,2317.685,2318.435,1456050.0383
17.06.2024 09:00:00.000 GMT+0300,2318.435,2319.175,2315.365,2317.265,3247790.0982
17.06.2024 10:00:00.000 GMT+0300,2317.235,2320.015,2315.485,2316.848,2995179.8916
17.06.2024 11:00:00.000 GMT+0300,2316.835,2322.205,2316.318,2321.218,1894510.0307
17.06.2024 12:00:00.000 GMT+0300,2321.185,2322.535,2319.105,2319.965,1721250.0572
17.06.2024 13:00:00.000 GMT+0300,2319.965,2322.428,2319.425,2320.418,1898910.0456
17.06.2024 14:00:00.000 GMT+0300,2320.448,2321.835,2317.525,2318.078,2183370.1134
17.06.2024 15:00:00.000 GMT+0300,2318.055,2321.008,2316.595,2319.535,2455399.9901
17.06.2024 16:00:00.000 GMT+0300,2319.535,2326.128,2318.605,2320.815,2968780.0407
17.06.2024 17:00:00.000 GMT+0300,2320.835,2327.495,2318.215,2324.455,3067929.9831
17.06.2024 18:00:00.000 GMT+0300,2324.465,2325.458,2309.895,2312.455,3323740.0055
17.06.2024 19:00:00.000 GMT+0300,2312.455,2316.948,2312.455,2316.835,1624429.9412
17.06.2024 20:00:00.000 GMT+0300,2316.835,2318.268,2313.175,2316.618,1797569.9902
17.06.2024 21:00:00.000 GMT+0300,2316.648,2319.145,2316.055,2317.815,1612939.9538
17.06.2024 22:00:00.000 GMT+0300,2317.815,2320.475,2317.795,2320.075,1191959.9771
17.06.2024 23:00:00.000 GMT+0300,2320.068,2320.625,2318.358,2318.875,435779.9888
18.06.2024 00:00:00.000 GMT+0300,2318.875,2318.875,2318.875,2318.875,0
18.06.2024 01:00:00.000 GMT+0300,2318.098,2321.075,2318.098,2320.848,112080.0003
18.06.2024 02:00:00.000 GMT+0300,2320.854,2321.088,2318.995,2320.545,515320.003
18.06.2024 03:00:00.000 GMT+0300,2320.545,2325.428,2320.528,2324.008,1059949.9941
18.06.2024 04:00:00.000 GMT+0300,2324.048,2325.254,2319.108,2322.398,1722740.0541
18.06.2024 05:00:00.000 GMT+0300,2322.398,2325.535,2321.448,2324.258,1547919.9886
18.06.2024 06:00:00.000 GMT+0300,2324.235,2324.978,2323.028,2324.348,1159459.9485
18.06.2024 07:00:00.000 GMT+0300,2324.338,2324.688,2321.768,2322.415,1141540.0505
18.06.2024 08:00:00.000 GMT+0300,2322.408,2323.715,2319.315,2322.065,1268550.0383
18.06.2024 09:00:00.000 GMT+0300,2322.085,2322.645,2318.655,2320.005,1183189.9881
18.06.2024 10:00:00.000 GMT+0300,2319.955,2320.025,2314.865,2315.398,1456359.9825
18.06.2024 11:00:00.000 GMT+0300,2315.364,2315.364,2310.675,2311.188,1624565.0053
18.06.2024 12:00:00.000 GMT+0300,2311.118,2314.165,2310.718,2310.995,1590890.0499
18.06.2024 13:00:00.000 GMT+0300,2310.995,2312.285,2306.465,2308.228,1493219.9717
18.06.2024 14:00:00.000 GMT+0300,2308.228,2314.098,2306.605,2313.275,2252120.018
18.06.2024 15:00:00.000 GMT+0300,2313.275,2324.045,2311.355,2313.798,4063819.8853
18.06.2024 16:00:00.000 GMT+0300,2313.808,2327.625,2313.545,2326.635,5310810.0891
18.06.2024 17:00:00.000 GMT+0300,2326.605,2327.008,2322.075,2323.488,4126220.2263
18.06.2024 18:00:00.000 GMT+0300,2323.458,2329.685,2318.615,2326.758,4154749.8703
18.06.2024 19:00:00.000 GMT+0300,2326.768,2330.635,2326.365,2330.145,3277189.97
18.06.2024 20:00:00.000 GMT+0300,2330.185,2333.008,2328.175,2329.605,3535409.9274
18.06.2024 21:00:00.000 GMT+0300,2329.615,2331.345,2327.345,2331.155,1966740.0122
18.06.2024 22:00:00.000 GMT+0300,2331.155,2331.155,2328.345,2329.158,1413730.0253
18.06.2024 23:00:00.000 GMT+0300,2329.215,2330.485,2328.805,2329.165,384249.9852
19.06.2024 00:00:00.000 GMT+0300,2329.165,2329.165,2329.165,2329.165,0
19.06.2024 01:00:00.000 GMT+0300,2328.585,2330.215,2327.308,2328.104,336389.9887
19.06.2024 02:00:00.000 GMT+0300,2328.104,2329.495,2327.898,2328.195,256660.0144
19.06.2024 03:00:00.000 GMT+0300,2328.215,2329.788,2327.948,2329.388,718990.0279
19.06.2024 04:00:00.000 GMT+0300,2329.365,2330.865,2326.348,2330.045,1583819.9854
19.06.2024 05:00:00.000 GMT+0300,2330.045,2331.125,2328.715,2330.185,1050889.9689
19.06.2024 06:00:00.000 GMT+0300,2330.185,2331.635,2327.855,2328.145,909380.0187
19.06.2024 07:00:00.000 GMT+0300,2328.145,2328.338,2327.158,2327.875,563359.9758
19.06.2024 08:00:00.000 GMT+0300,2327.895,2330.005,2326.675,2329.208,1114130.0201
19.06.2024 09:00:00.000 GMT+0300,2329.165,2330.688,2328.335,2330.088,1322340.0116
19.06.2024 10:00:00.000 GMT+0300,2330.085,2332.555,2329.705,2331.725,1979390.0251
19.06.2024 11:00:00.000 GMT+0300,2331.725,2334.868,2331.725,2332.418,1800740.0036
19.06.2024 12:00:00.000 GMT+0300,2332.415,2332.615,2327.595,2328.028,1663920.0449
19.06.2024 13:00:00.000 GMT+0300,2328.035,2329.775,2327.275,2327.845,1423120.0218
19.06.2024 14:00:00.000 GMT+0300,2327.845,2330.968,2325.715,2330.325,1126060.009
19.06.2024 15:00:00.000 GMT+0300,2330.335,2332.835,2325.155,2328.215,2288290.0238
19.06.2024 16:00:00.000 GMT+0300,2328.235,2331.405,2326.675,2328.075,2139189.9586
19.06.2024 17:00:00.000 GMT+0300,2328.005,2328.285,2323.984,2326.058,1787750.0057
19.06.2024 18:00:00.000 GMT+0300,2326.058,2329.738,2325.155,2329.678,2169470.0718
19.06.2024 19:00:00.000 GMT+0300,2329.698,2331.278,2328.755,2329.318,1052610.0397
19.06.2024 20:00:00.000 GMT+0300,2329.295,2330.955,2329.115,2329.955,366759.9857
19.06.2024 21:00:00.000 GMT+0300,2329.995,2330.045,2327.425,2327.695,406129.986
19.06.2024 22:00:00.000 GMT+0300,2327.695,2327.695,2327.695,2327.695,0
19.06.2024 23:00:00.000 GMT+0300,2327.695,2327.695,2327.695,2327.695,0
20.06.2024 00:00:00.000 GMT+0300,2327.695,2327.695,2327.695,2327.695,0
20.06.2024 01:00:00.000 GMT+0300,2327.865,2330.515,2327.865,2330.228,305169.9996
20.06.2024 02:00:00.000 GMT+0300,2330.228,2330.228,2328.595,2329.265,275260.0014
20.06.2024 03:00:00.000 GMT+0300,2329.285,2329.725,2327.628,2329.608,755129.993
20.06.2024 04:00:00.000 GMT+0300,2329.635,2338.878,2329.635,2336.198,2691060.0662
20.06.2024 05:00:00.000 GMT+0300,2336.155,2337.258,2332.695,2333.658,1532250.0467
20.06.2024 06:00:00.000 GMT+0300,2333.615,2334.255,2332.285,2333.805,1066980.0043
20.06.2024 07:00:00.000 GMT+0300,2333.825,2340.825,2333.645,2340.375,1864289.999
20.06.2024 08:00:00.000 GMT+0300,2340.375,2344.738,2339.615,2340.138,2123019.9337
20.06.2024 09:00:00.000 GMT+0300,2340.128,2345.555,2340.018,2343.978,2249219.8944
20.06.2024 10:00:00.000 GMT+0300,2343.975,2344.875,2338.405,2338.498,2193589.9258
20.06.2024 11:00:00.000 GMT+0300,2338.485,2338.588,2332.545,2333.195,2101089.9544
20.06.2024 12:00:00.000 GMT+0300,2333.185,2335.658,2331.475,2334.518,1975999.9514
20.06.2024 13:00:00.000 GMT+0300,2334.495,2340.545,2333.345,2339.305,1478019.9528
20.06.2024 14:00:00.000 GMT+0300,2339.328,2341.268,2337.615,2339.205,2965140.1043
20.06.2024 15:00:00.000 GMT+0300,2339.198,2343.515,2335.205,2338.425,4388889.7896
20.06.2024 16:00:00.000 GMT+0300,2338.475,2349.364,2336.548,2349.208,4601059.9136
20.06.2024 17:00:00.000 GMT+0300,2349.295,2364.878,2348.805,2363.905,6767479.8965
20.06.2024 18:00:00.000 GMT+0300,2363.855,2365.375,2351.248,2353.595,3321239.9483
20.06.2024 19:00:00.000 GMT+0300,2353.585,2357.025,2352.705,2356.238,1823349.9527
20.06.2024 20:00:00.000 GMT+0300,2356.248,2357.375,2354.488,2357.245,1668190.0024
20.06.2024 21:00:00.000 GMT+0300,2357.245,2360.968,2357.168,2357.908,1788069.9635
20.06.2024 22:00:00.000 GMT+0300,2357.908,2359.788,2357.598,2358.828,1605049.9678
20.06.2024 23:00:00.000 GMT+0300,2358.858,2360.045,2358.108,2359.695,444759.9947
21.06.2024 00:00:00.000 GMT+0300,2359.695,2359.695,2359.695,2359.695,0
21.06.2024 01:00:00.000 GMT+0300,2359.298,2360.795,2357.978,2359.215,630990.0284
21.06.2024 02:00:00.000 GMT+0300,2359.215,2360.965,2358.735,2360.715,615750.0148
21.06.2024 03:00:00.000 GMT+0300,2360.728,2364.685,2360.695,2363.968,1254480.0043
21.06.2024 04:00:00.000 GMT+0300,2363.945,2364.058,2356.998,2359.528,3062510.0136
21.06.2024 05:00:00.000 GMT+0300,2359.528,2361.478,2358.025,2359.258,1528399.9443
21.06.2024 06:00:00.000 GMT+0300,2359.255,2362.018,2358.615,2362.018,1124889.9698
21.06.2024 07:00:00.000 GMT+0300,2362.035,2362.878,2360.965,2362.815,750909.9841
21.06.2024 08:00:00.000 GMT+0300,2362.795,2365.485,2362.105,2364.428,1190009.9516
21.06.2024 09:00:00.000 GMT+0300,2364.378,2364.378,2357.798,2358.308,2489559.8888
21.06.2024 10:00:00.000 GMT+0300,2358.288,2364.345,2354.995,2362.835,3229809.9995
21.06.2024 11:00:00.000 GMT+0300,2362.835,2368.015,2362.558,2365.275,3111949.9207
21.06.2024 12:00:00.000 GMT+0300,2365.275,2367.225,2362.805,2363.788,1674950.0036
21.06.2024 13:00:00.000 GMT+0300,2363.805,2364.035,2361.178,2363.535,1672359.9434
21.06.2024 14:00:00.000 GMT+0300,2363.575,2368.558,2363.415,2366.158,2795939.9223
21.06.2024 15:00:00.000 GMT+0300,2366.125,2367.978,2360.305,2360.548,3174210.0716
21.06.2024 16:00:00.000 GMT+0300,2360.538,2363.685,2334.665,2340.445,6680729.866
21.06.2024 17:00:00.000 GMT+0300,2340.325,2340.405,2328.495,2329.808,7313885.2119
21.06.2024 18:00:00.000 GMT+0300,2329.838,2334.675,2323.165,2327.828,3907588.9587
21.06.2024 19:00:00.000 GMT+0300,2327.828,2329.195,2323.575,2324.605,1904600.0242
21.06.2024 20:00:00.000 GMT+0300,2324.605,2324.995,2316.588,2319.215,2002990.0074
21.06.2024 21:00:00.000 GMT+0300,2319.215,2322.688,2316.655,2322.055,1477419.9724
21.06.2024 22:00:00.000 GMT+0300,2322.055,2323.288,2320.325,2322.068,1248070.0016
21.06.2024 23:00:00.000 GMT+0300,2322.038,2322.578,2320.685,2321.755,514310.0023
24.06.2024 01:00:00.000 GMT+0300,2322.775,2322.775,2317.635,2321.365,417840.004
24.06.2024 02:00:00.000 GMT+0300,2321.314,2321.314,2317.575,2319.085,578329.9804
24.06.2024 03:00:00.000 GMT+0300,2318.995,2321.588,2317.818,2320.825,1517150.0444
24.06.2024 04:00:00.000 GMT+0300,2320.885,2326.265,2318.888,2323.498,2718499.8989
24.06.2024 05:00:00.000 GMT+0300,2323.485,2325.105,2319.495,2324.655,2749730.1102
24.06.2024 06:00:00.000 GMT+0300,2324.615,2326.578,2324.205,2325.335,1155320.0483
24.06.2024 07:00:00.000 GMT+0300,2325.365,2326.505,2324.025,2324.345,805289.9837
24.06.2024 08:00:00.000 GMT+0300,2324.345,2327.125,2323.535,2324.978,1349179.9831
24.06.2024 09:00:00.000 GMT+0300,2324.975,2325.215,2321.215,2323.365,1944550.0374
24.06.2024 10:00:00.000 GMT+0300,2323.325,2331.688,2321.585,2330.678,3150589.9429
24.06.2024 11:00:00.000 GMT+0300,2330.645,2332.688,2329.055,2330.458,2152329.9217
24.06.2024 12:00:00.000 GMT+0300,2330.435,2330.815,2320.625,2324.945,2224800.1099
24.06.2024 13:00:00.000 GMT+0300,2324.945,2326.978,2324.365,2325.065,1852040.0524
24.06.2024 14:00:00.000 GMT+0300,2325.048,2327.935,2324.035,2326.098,2401429.8916
24.06.2024 15:00:00.000 GMT+0300,2326.095,2327.755,2323.205,2327.458,3353990.078
24.06.2024 16:00:00.000 GMT+0300,2327.458,2333.765,2325.808,2327.955,4200980.1865
24.06.2024 17:00:00.000 GMT+0300,2327.794,2333.515,2326.815,2330.605,4493470.192
24.06.2024 18:00:00.000 GMT+0300,2330.574,2333.068,2327.408,2327.528,2996040.1058
24.06.2024 19:00:00.000 GMT+0300,2327.508,2332.085,2326.758,2331.598,3094949.9607
24.06.2024 20:00:00.000 GMT+0300,2331.575,2333.065,2330.458,2331.915,2414419.8895
24.06.2024 21:00:00.000 GMT+0300,2331.945,2334.588,2331.815,2333.718,2306689.9776
24.06.2024 22:00:00.000 GMT+0300,2333.718,2333.748,2330.818,2331.578,1934649.9443
24.06.2024 23:00:00.000 GMT+0300,2331.675,2334.595,2331.675,2333.695,468279.9876
25.06.2024 00:00:00.000 GMT+0300,2333.695,2333.695,2333.695,2333.695,0
25.06.2024 01:00:00.000 GMT+0300,2333.205,2334.395,2331.525,2331.588,405209.9884
25.06.2024 02:00:00.000 GMT+0300,2331.585,2331.788,2330.105,2330.755,422470.0034
25.06.2024 03:00:00.000 GMT+0300,2330.815,2330.835,2328.118,2329.985,968280.0174
25.06.2024 04:00:00.000 GMT+0300,2329.975,2330.758,2323.035,2325.765,2396280.0503
25.06.2024 05:00:00.000 GMT+0300,2325.708,2326.948,2324.368,2326.375,1443879.962
25.06.2024 06:00:00.000 GMT+0300,2326.375,2328.455,2323.878,2323.985,993030.0117
25.06.2024 07:00:00.000 GMT+0300,2323.985,2327.688,2322.608,2327.318,1307669.9972
25.06.2024 08:00:00.000 GMT+0300,2327.295,2330.018,2324.425,2324.855,1545770.0491
25.06.2024 09:00:00.000 GMT+0300,2324.855,2328.015,2323.318,2327.135,2906689.8823
25.06.2024 10:00:00.000 GMT+0300,2327.108,2327.565,2323.915,2324.745,2893579.9599
25.06.2024 11:00:00.000 GMT+0300,2324.695,2330.455,2322.785,2329.478,2818650.0072
25.06.2024 12:00:00.000 GMT+0300,2329.465,2333.945,2329.145,2332.958,1760859.9663
25.06.2024 13:00:00.000 GMT+0300,2332.928,2337.018,2332.478,2335.218,2908020.0195
25.06.2024 14:00:00.000 GMT+0300,2335.185,2335.718,2327.345,2329.975,3276479.9595
25.06.2024 15:00:00.000 GMT+0300,2329.965,2330.345,2323.938,2324.015,3277920.0077
25.06.2024 16:00:00.000 GMT+0300,2324.045,2327.295,2320.175,2325.465,4533329.9637
25.06.2024 17:00:00.000 GMT+0300,2325.465,2328.085,2319.375,2327.045,6302949.9054
25.06.2024 18:00:00.000 GMT+0300,2327.058,2327.618,2315.455,2324.585,4126695.1561
25.06.2024 19:00:00.000 GMT+0300,2324.645,2324.935,2315.405,2317.715,2993030.0713
25.06.2024 20:00:00.000 GMT+0300,2317.675,2320.028,2316.675,2319.018,2689549.9229
25.06.2024 21:00:00.000 GMT+0300,2319.035,2319.638,2316.925,2319.138,1767120.0037
25.06.2024 22:00:00.000 GMT+0300,2319.128,2320.488,2318.688,2319.698,1424289.9418
25.06.2024 23:00:00.000 GMT+0300,2319.698,2319.818,2317.885,2319.235,532220.006
26.06.2024 00:00:00.000 GMT+0300,2319.235,2319.235,2319.235,2319.235,0
26.06.2024 01:00:00.000 GMT+0300,2319.575,2321.128,2318.705,2320.495,691049.993
26.06.2024 02:00:00.000 GMT+0300,2320.505,2321.215,2318.545,2319.898,794279.9926
26.06.2024 03:00:00.000 GMT+0300,2319.845,2323.738,2317.648,2318.295,1270949.9598
26.06.2024 04:00:00.000 GMT+0300,2318.265,2320.638,2310.455,2312.778,3586590.0517
26.06.2024 05:00:00.000 GMT+0300,2312.755,2321.518,2312.258,2319.345,2290610.075
26.06.2024 06:00:00.000 GMT+0300,2319.325,2320.948,2316.545,2317.125,1481870.0552
26.06.2024 07:00:00.000 GMT+0300,2317.115,2317.565,2315.025,2316.685,729610.0259
26.06.2024 08:00:00.000 GMT+0300,2316.685,2318.105,2311.735,2311.998,1608860.0159
26.06.2024 09:00:00.000 GMT+0300,2311.935,2317.275,2309.608,2317.025,2706459.9991
26.06.2024 10:00:00.000 GMT+0300,2316.998,2317.235,2312.875,2315.985,1615039.9446
26.06.2024 11:00:00.000 GMT+0300,2315.985,2317.895,2312.805,2315.578,2373090.0288
26.06.2024 12:00:00.000 GMT+0300,2315.658,2318.285,2315.548,2316.248,2259880.0659
26.06.2024 13:00:00.000 GMT+0300,2316.218,2316.358,2307.598,2308.175,3465630.0545
26.06.2024 14:00:00.000 GMT+0300,2308.175,2313.878,2304.265,2312.918,4364130.0201
26.06.2024 15:00:00.000 GMT+0300,2312.925,2317.728,2310.058,2310.058,3817379.9515
26.06.2024 16:00:00.000 GMT+0300,2310.058,2311.465,2293.464,2296.145,4692389.9651
26.06.2024 17:00:00.000 GMT+0300,2296.125,2301.195,2295.258,2297.478,4283969.8792
26.06.2024 18:00:00.000 GMT+0300,2297.498,2304.035,2295.808,2299.938,2912250.042
26.06.2024 19:00:00.000 GMT+0300,2299.895,2302.095,2298.395,2299.638,1910199.9998
26.06.2024 20:00:00.000 GMT+0300,2299.615,2302.928,2299.255,2301.828,2509550.0946
26.06.2024 21:00:00.000 GMT+0300,2301.788,2301.948,2298.428,2298.855,2240380.0488
26.06.2024 22:00:00.000 GMT+0300,2298.858,2299.388,2296.835,2298.575,1671790.0038
26.06.2024 23:00:00.000 GMT+0300,2298.665,2299.148,2297.155,2298.035,598169.9824
27.06.2024 00:00:00.000 GMT+0300,2298.035,2298.035,2298.035,2298.035,0
27.06.2024 01:00:00.000 GMT+0300,2298.098,2299.055,2297.898,2298.065,424169.9874
27.06.2024 02:00:00.000 GMT+0300,2298.065,2298.405,2296.615,2298.258,521019.9952
27.06.2024 03:00:00.000 GMT+0300,2298.288,2300.025,2297.758,2298.898,1479300.0221
27.06.2024 04:00:00.000 GMT+0300,2298.905,2299.658,2296.635,2297.728,2354150.0568
27.06.2024 05:00:00.000 GMT+0300,2297.675,2299.948,2297.675,2299.198,1214650.0349
27.06.2024 06:00:00.000 GMT+0300,2299.188,2299.765,2297.918,2298.858,889079.988
27.06.2024 07:00:00.000 GMT+0300,2298.835,2301.018,2298.628,2300.355,910459.9953
27.06.2024 08:00:00.000 GMT+0300,2300.355,2300.465,2296.718,2297.408,1617689.9672
27.06.2024 09:00:00.000 GMT+0300,2297.408,2303.335,2296.425,2301.108,1935109.973
27.06.2024 10:00:00.000 GMT+0300,2301.078,2302.448,2299.865,2302.215,2828999.9962
27.06.2024 11:00:00.000 GMT+0300,2302.205,2308.298,2301.935,2307.488,3307490.1104
27.06.2024 12:00:00.000 GMT+0300,2307.465,2313.655,2307.185,2312.498,1911560.0586
27.06.2024 13:00:00.000 GMT+0300,2312.445,2315.425,2312.195,2315.068,1795060.0386
27.06.2024 14:00:00.000 GMT+0300,2315.088,2317.758,2313.275,2316.928,2909290.0753
27.06.2024 15:00:00.000 GMT+0300,2316.928,2325.655,2315.985,2322.725,3879980.0873
27.06.2024 16:00:00.000 GMT+0300,2322.738,2324.808,2319.398,2323.165,5788109.7794
27.06.2024 17:00:00.000 GMT+0300,2323.075,2330.735,2322.545,2328.868,5712719.9173
27.06.2024 18:00:00.000 GMT+0300,2328.898,2330.825,2324.965,2327.365,3500750.0648
27.06.2024 19:00:00.000 GMT+0300,2327.378,2328.198,2323.848,2325.308,2375639.9155
27.06.2024 20:00:00.000 GMT+0300,2325.308,2327.868,2324.225,2325.728,1615300.0593
27.06.2024 21:00:00.000 GMT+0300,2325.725,2326.268,2322.355,2326.148,1743460.0592
27.06.2024 22:00:00.000 GMT+0300,2326.208,2327.638,2325.545,2325.968,1707610.0111
27.06.2024 23:00:00.000 GMT+0300,2325.955,2328.445,2325.395,2327.695,576610.0287
28.06.2024 00:00:00.000 GMT+0300,2327.695,2327.695,2327.695,2327.695,0
28.06.2024 01:00:00.000 GMT+0300,2327.108,2327.915,2325.775,2326.765,180979.9969
28.06.2024 02:00:00.000 GMT+0300,2326.735,2327.818,2326.305,2327.588,415619.9992
28.06.2024 03:00:00.000 GMT+0300,2327.618,2328.185,2321.308,2321.478,1380139.9469
28.06.2024 04:00:00.000 GMT+0300,2321.474,2324.345,2318.905,2320.188,2620790.0047
28.06.2024 05:00:00.000 GMT+0300,2320.188,2324.098,2319.728,2323.538,2534250.021
28.06.2024 06:00:00.000 GMT+0300,2323.494,2324.858,2320.665,2321.638,1563060.0452
28.06.2024 07:00:00.000 GMT+0300,2321.635,2321.705,2319.645,2321.078,919089.973
28.06.2024 08:00:00.000 GMT+0300,2321.075,2326.908,2320.908,2325.608,2246279.9549
28.06.2024 09:00:00.000 GMT+0300,2325.615,2328.015,2324.978,2327.385,2227319.9558
28.06.2024 10:00:00.000 GMT+0300,2327.385,2328.748,2324.685,2327.078,1600819.9453
28.06.2024 11:00:00.000 GMT+0300,2327.145,2331.825,2326.355,2328.625,1734519.9585
28.06.2024 12:00:00.000 GMT+0300,2328.595,2330.265,2327.135,2330.225,1756070.0178
28.06.2024 13:00:00.000 GMT+0300,2330.225,2336.628,2329.335,2335.758,1527899.9805
28.06.2024 14:00:00.000 GMT+0300,2335.758,2337.068,2333.175,2333.798,2217230.0816
28.06.2024 15:00:00.000 GMT+0300,2333.798,2339.225,2330.784,2335.365,5934730.0529
28.06.2024 16:00:00.000 GMT+0300,2335.375,2339.635,2326.618,2330.115,6332009.7923
28.06.2024 17:00:00.000 GMT+0300,2330.115,2333.575,2322.745,2326.405,5450059.8907
28.06.2024 18:00:00.000 GMT+0300,2326.445,2330.308,2324.045,2328.475,3507349.968
28.06.2024 19:00:00.000 GMT+0300,2328.515,2332.468,2327.645,2329.898,2669739.9616
28.06.2024 20:00:00.000 GMT+0300,2329.855,2332.618,2326.318,2326.768,2482939.9586
28.06.2024 21:00:00.000 GMT+0300,2326.778,2328.328,2325.235,2325.668,1445109.9634
28.06.2024 22:00:00.000 GMT+0300,2325.665,2326.168,2322.918,2324.938,1498679.9955
28.06.2024 23:00:00.000 GMT+0300,2324.928,2326.675,2322.735,2326.275,813090.0264
